customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,date,activity,Churn
3146-MSEGF,Female,1,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,2022-02-01 00:00:00,active,No
4080-OGPJL,Female,0,No,No,8.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,2022-02-01 00:00:00,inactive,Yes
1095-WGNGG,Female,0,Yes,No,,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,2022-02-01 00:00:00,inactive,No
2636-SJDOU,Male,0,No,No,64.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,2022-02-01 00:00:00,active,No
1131-QQZEB,Male,1,Yes,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,2022-02-01 00:00:00,active,No
5716-EZXZN,Female,0,Yes,Yes,65.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,2022-02-01 00:00:00,active,No
6837-BJYDQ,Male,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,2022-02-01 00:00:00,active,No
2135-RXIHG,Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,2022-02-01 00:00:00,inactive,Yes
6440-DKQGE,Male,0,No,Yes,,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,2022-02-01 00:00:00,active,No
3466-BYAVD,Male,0,Yes,Yes,15.0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,2022-02-01 00:00:00,active,No
3780-YVMFA,Female,0,Yes,Yes,8.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,2022-02-01 00:00:00,inactive,No
3874-EQOEP,Male,0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,2022-02-01 00:00:00,inactive,Yes
1679-JRFBR,Female,0,Yes,Yes,,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,2022-02-01 00:00:00,active,No
9073-ZZIAY,Male,0,Yes,Yes,62.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,2022-02-01 00:00:00,active,No
3077-RSNTJ,Female,0,Yes,Yes,6.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,2022-02-01 00:00:00,active,No
6551-GNYDG,Female,0,Yes,Yes,14.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,2022-02-01 00:00:00,active,No
9167-APMXZ,Female,0,No,No,22.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,2022-02-01 00:00:00,inactive,No
2749-CTKAJ,Male,0,Yes,Yes,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,2022-02-01 00:00:00,active,No
6371-NZYEG,Male,0,Yes,Yes,,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024,2022-02-01 00:00:00,active,No
7554-NEWDD,Male,0,No,No,10.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,2022-02-01 00:00:00,inactive,No
8992-VONJD,Female,0,No,Yes,13.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,2022-02-01 00:00:00,active,No
0867-MKZVY,Female,0,Yes,No,20.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,2022-02-01 00:00:00,inactive,Yes
4482-EWFMI,Female,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,2022-02-01 00:00:00,inactive,No
4648-YPBTM,Male,0,No,No,53.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,2022-02-01 00:00:00,inactive,No
2907-ILJBN,Female,0,Yes,Yes,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,2022-02-01 00:00:00,active,No
6345-FZOQH,Male,0,Yes,No,69.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,2022-02-01 00:00:00,active,No
3376-BMGFE,Female,0,No,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273,2022-02-01 00:00:00,inactive,Yes
5997-OPVFA,Male,0,Yes,No,,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,2022-02-01 00:00:00,active,No
3445-HXXGF,Male,1,Yes,No,58.0,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,2022-02-01 00:00:00,inactive,Yes
1159-WFSGR,Female,0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,2022-02-01 00:00:00,active,No
7654-YWJUF,Male,0,Yes,No,43.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,2022-02-01 00:00:00,active,No
1875-QIVME,Female,0,Yes,No,2.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,2022-02-01 00:00:00,inactive,Yes
6727-IOTLZ,Male,0,Yes,No,14.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,2022-02-01 00:00:00,active,No
0691-JVSYA,Female,0,Yes,No,53.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,2022-04-08 07:27:09,inactive,Yes
5918-VUKWP,Female,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,2022-02-01 00:00:00,active,No
1744-JHKYS,Female,0,Yes,No,34.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,2022-02-01 00:00:00,inactive,No
2656-FMOKZ,Female,1,No,No,15.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,2022-02-01 00:00:00,inactive,Yes
2070-FNEXE,Female,1,No,No,7.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,2022-02-01 00:00:00,inactive,Yes
5947-SGKCL,Female,0,Yes,Yes,15.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,2022-02-01 00:00:00,active,No
3712-PKXZA,Male,0,Yes,No,61.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252,2022-02-01 00:00:00,active,No
6317-YPKDH,Female,0,No,No,1.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,2022-02-01 00:00:00,inactive,Yes
6582-OIVSP,Female,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,2022-02-01 00:00:00,active,No
9367-WXLCH,Male,0,No,No,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,2022-02-01 00:00:00,inactive,Yes
5524-KHNJP,Male,0,Yes,Yes,33.0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,2022-02-01 00:00:00,active,No
1918-ZBFQJ,Female,0,No,No,13.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,2022-02-01 00:00:00,inactive,Yes
1024-GUALD,Female,0,Yes,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,2022-02-01 00:00:00,inactive,Yes
4827-USJHP,Male,0,No,No,,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,2022-02-01 00:00:00,active,No
8167-GJLRN,Male,0,No,No,3.0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,2022-02-01 00:00:00,active,No
0956-SYCWG,Female,0,No,No,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,2022-02-01 00:00:00,active,No
8017-UVSZU,Female,0,Yes,No,40.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,2022-02-01 00:00:00,active,No
7100-FQPRV,Male,0,Yes,Yes,,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,2022-02-01 00:00:00,active,No
2472-OVKUP,Male,0,Yes,No,6.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531,2022-02-01 00:00:00,inactive,Yes
2984-RGEYA,Female,0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,2022-02-01 00:00:00,active,No
9680-NIAUV,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,2022-02-01 00:00:00,active,No
2146-EGVDT,Male,0,Yes,Yes,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,2022-02-01 00:00:00,inactive,No
2604-IJPDU,Female,0,Yes,No,20.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,2022-02-01 00:00:00,active,No
9178-JHUVJ,Male,0,Yes,Yes,24.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,2022-04-20 16:02:40,inactive,No
6168-YBYNP,Male,0,No,No,59.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,2022-04-15 04:19:35,active,No
7255-SSFBC,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,2022-02-01 00:00:00,active,No
3645-DEYGF,Male,0,No,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,2022-02-01 00:00:00,active,No
9323-HGFWY,Female,0,Yes,No,27.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,2022-02-01 00:00:00,active,No
8544-GOQSH,Female,0,No,No,,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,2022-02-01 00:00:00,active,No
3363-DTIVD,Male,0,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,2022-02-01 00:00:00,active,No
7018-WBJNK,Male,0,No,Yes,13.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,2022-02-01 00:00:00,inactive,No
9142-KZXOP,Male,0,No,No,44.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,2022-02-01 00:00:00,active,No
7674-YTAFD,Female,0,No,No,33.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,2022-02-01 00:00:00,active,No
6348-SNFUS,Male,0,Yes,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,2022-02-01 00:00:00,active,No
1285-OKIPP,Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,2022-02-01 00:00:00,inactive,Yes
7825-ECJRF,Female,0,No,No,19.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,2022-02-01 00:00:00,inactive,Yes
1347-KTTTA,Male,0,Yes,No,64.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,2022-02-01 00:00:00,active,No
7841-TZDMQ,Male,0,No,No,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,2022-02-01 00:00:00,inactive,Yes
4195-NZGTA,Female,0,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,2022-02-01 00:00:00,inactive,No
7157-SMCFK,Male,0,No,Yes,61.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,2022-02-01 00:00:00,active,No
4709-LKHYG,Female,0,Yes,Yes,29.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,2022-02-01 00:00:00,active,No
2504-DSHIH,Male,1,Yes,No,,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,2022-02-01 00:00:00,active,No
0699-NDKJM,Female,0,Yes,No,57.0,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,2022-02-01 00:00:00,active,No
9286-BHDQG,Male,0,Yes,Yes,,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,2022-02-01 00:00:00,inactive,No
0230-WEQUW,Male,0,Yes,No,66.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,2022-02-01 00:00:00,active,No
2040-LDIWQ,Male,0,Yes,Yes,65.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,2022-02-01 00:00:00,active,No
6496-JDSSB,Female,0,No,No,8.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,2022-02-01 00:00:00,active,No
9408-SSNVZ,Female,0,No,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,2022-02-01 00:00:00,inactive,Yes
4443-EMBNA,Female,0,Yes,No,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,2022-02-01 00:00:00,inactive,No
6469-MRVET,Male,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,2022-02-01 00:00:00,active,No
0742-MOABM,Male,0,Yes,No,4.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,2022-02-01 00:00:00,inactive,Yes
5961-VUSRV,Female,0,No,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,2022-02-01 00:00:00,active,No
6778-JFCMK,Male,0,No,No,,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,2022-02-01 00:00:00,active,No
6341-JVQGF,Female,0,Yes,Yes,,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,2022-02-01 00:00:00,inactive,No
2232-DMLXU,Female,0,Yes,No,1.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,2022-02-01 00:00:00,inactive,Yes
4811-JBUVU,Male,0,No,No,30.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,2022-04-18 21:43:25,active,No
0945-TSONX,Female,0,Yes,Yes,47.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,2022-02-01 00:00:00,inactive,No
2651-ZCBXV,Male,0,No,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,2022-02-01 00:00:00,active,No
3316-UWXUY,Male,0,No,No,50.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,2022-02-01 00:00:00,active,No
8937-RDTHP,Male,0,No,No,1.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,84.6,2022-02-01 00:00:00,inactive,Yes
7083-MIOPC,Female,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1566.9,2022-04-29 09:55:41,active,No
1984-GPTEH,Female,0,No,No,29.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,702,2022-02-01 00:00:00,active,No
1251-KRREG,Male,0,No,No,2.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,2022-04-15 22:08:16,inactive,Yes
0621-JFHOL,Female,0,No,No,10.0,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,2022-02-01 00:00:00,inactive,No
9903-LYSAB,Male,0,Yes,No,18.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,2022-02-01 00:00:00,active,No
0094-OIFMO,Female,1,No,No,11.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3,2022-02-01 00:00:00,inactive,Yes
9227-UAQFT,Male,0,No,No,16.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,284.35,2022-04-23 05:41:43,active,No
7301-ABVAD,Female,0,No,No,72.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,2022-02-01 00:00:00,active,No
6614-FHDBO,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,2022-02-01 00:00:00,active,No
7576-ASEJU,Female,0,Yes,Yes,41.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,2022-02-01 00:00:00,active,No
9058-HRZSV,Female,1,Yes,No,65.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4,6126.15,2022-02-01 00:00:00,active,No
4522-AKYLR,Female,1,No,No,13.0,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.8,731.3,2022-02-01 00:00:00,active,No
0221-WMXNQ,Male,1,No,No,,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,2022-02-01 00:00:00,active,No
0303-UNCIP,Male,0,No,No,,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65.0,2531.8,2022-02-01 00:00:00,active,No
9947-OTFQU,Male,1,No,No,15.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1074.3,2022-02-01 00:00:00,inactive,Yes
0322-YINQP,Male,0,No,No,,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,2022-02-01 00:00:00,inactive,Yes
0959-WHOKV,Male,0,No,No,42.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,4298.45,2022-02-01 00:00:00,active,No
4075-JFPGR,Female,0,Yes,No,51.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,4619.55,2022-02-01 00:00:00,active,No
4629-NRXKX,Female,0,Yes,Yes,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,147.15,2022-04-13 11:03:57,inactive,Yes
9514-JDSKI,Male,1,Yes,No,1.0,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2,2022-02-01 00:00:00,inactive,Yes
3282-ZISZV,Male,0,No,Yes,32.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,2022-02-01 00:00:00,active,No
3675-YDUPJ,Male,0,No,No,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,193.05,2022-02-01 00:00:00,active,No
4111-BNXIF,Female,0,Yes,Yes,67.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,4103.9,2022-02-01 00:00:00,active,No
7017-VFHAY,Female,0,Yes,Yes,61.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,7008.15,2022-02-01 00:00:00,active,No
6655-LHBYW,Male,0,No,No,50.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.35,5791.1,2022-02-01 00:00:00,active,No
4959-JOSRX,Female,0,Yes,No,,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.6,80.55,2022-04-02 21:38:12,inactive,Yes
5046-NUHWD,Female,1,Yes,No,29.0,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.0,1228.65,2022-04-29 21:16:30,active,No
7273-TEFQD,Male,1,No,No,3.0,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,132.2,2022-02-01 00:00:00,inactive,Yes
3606-TWKGI,Male,1,No,No,13.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,1364.3,2022-02-01 00:00:00,inactive,Yes
7529-ZDFXI,Male,1,Yes,No,57.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,2022-02-01 00:00:00,inactive,No
7605-BDWDC,Female,0,No,No,31.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,1520.1,2022-02-01 00:00:00,active,No
1950-KSVVJ,Female,0,Yes,No,45.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3,5032.25,2022-02-01 00:00:00,inactive,No
0123-CRBRT,Female,0,Yes,Yes,61.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,5526.75,2022-02-01 00:00:00,active,No
6292-TOSSS,Male,0,No,No,50.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1195.25,2022-02-01 00:00:00,active,No
3197-ARFOY,Female,1,No,No,19.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,2022-04-25 20:42:51,active,No
6323-AYBRX,Male,0,No,No,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,1099.6,2022-02-01 00:00:00,inactive,Yes
7014-ZZXAW,Female,0,Yes,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.25,1732.95,2022-02-01 00:00:00,active,No
